Age,Gender,NumberOfChildren,CountryOfResidence,LanguageAtHome,HoursSpentLearningToCode,Income,StudentDebtOwe,IsSoftwareDev,MaritalStatus,MoneySpentLearningToCode,MonthsSpentProgramming,YearsSpentLearningToCode,LearningViaBooks,LearningViaCoursera
59,male,NA,United States of America,English,5,10000,NA,False,NA,0,2,0.1666666667,NA,NA
26,female,NA,Hungary,Hungarian,NA,NA,NA,False,NA,0,5,0.4166666667,NA,NA
17,male,NA,United States of America,English,96,NA,NA,False,NA,160,24,2,NA,NA
36,male,NA,United Kingdom,English,10,51000,25000,False,NA,450,6,0.5,NA,NA
22,male,NA,India,Hindi,5,NA,NA,False,NA,200,112,9.333333333,NA,NA
28,female,NA,France,Spanish,5,45911,NA,True,NA,0,48,4,NA,1
29,male,NA,South Africa,English,10,9600,NA,True,NA,3000,60,5,NA,NA
21,male,NA,India,Malayalam,NA,NA,NA,False,NA,0,1,0.08333333333,NA,NA
22,male,NA,Myanmar,Burmese,12,NA,NA,False,NA,NA,6,0.5,NA,NA
22,male,NA,Nepal,Nepali,20,NA,NA,False,married or domestic partnership,100,3,0.25,NA,NA
25,female,NA,United States of America,English,20,38000,180000,False,NA,500,36,3,NA,1
15,male,NA,United States of America,English,5,NA,NA,False,NA,0,2,0.1666666667,NA,NA
18,male,NA,United States of America,English,5,18000,NA,False,NA,0,2,0.1666666667,NA,NA
35,male,NA,Finland,Finnish,5,36000,NA,True,NA,0,180,15,NA,NA
NA,female,NA,United States of America,English,1,30000,NA,False,NA,0,1,0.08333333333,NA,NA
32,male,NA,United States of America,English,18,40000,50000,False,NA,200,11,0.9166666667,NA,NA
39,male,NA,South Africa,Afrikaans,12,NA,NA,False,NA,4000,48,4,NA,NA
29,male,NA,Ghana,Ewe,10,9781,NA,True,"single, never married",350,48,4,NA,1
27,male,NA,Great Britain,Polish,12,NA,NA,False,NA,0,1,0.08333333333,NA,NA
17,female,NA,United States of America,Chinese,5,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
33,male,NA,Ireland,Polish,12,25000,NA,False,NA,100,2,0.1666666667,NA,NA
28,male,NA,South Africa,English,14,8800,NA,False,NA,100,6,0.5,NA,NA
20,female,NA,India,Tamil,NA,NA,100000,False,NA,100,1,0.08333333333,NA,NA
25,female,NA,Italy,Italian,25,NA,NA,False,NA,0,6,0.5,NA,NA
24,male,NA,United States of America,English,8,NA,20000,False,NA,0,6,0.5,NA,NA
28,male,NA,Mexico,Spanish,10,NA,NA,False,NA,0,1,0.08333333333,NA,NA
28,male,NA,Poland,Polish,16,15000,NA,True,NA,40,18,1.5,NA,NA
63,female,NA,United States of America,English,10,NA,NA,False,NA,50,NA,#VALUE!,NA,NA
14,male,NA,Denmark,Danish,10,NA,NA,False,NA,0,20,1.666666667,NA,1
23,male,NA,United Kingdom,Polish,20,20000,7541,False,NA,0,3,0.25,NA,NA
15,male,NA,United States of America,English,5,NA,NA,False,NA,0,22,1.833333333,NA,NA
27,male,NA,Lithuania,Lithuanian,0,17000,NA,False,NA,0,0,0,NA,1
16,male,NA,India,Malayalam,3,NA,NA,False,NA,0,6,0.5,NA,NA
33,male,NA,Serbia,Serbian,8,NA,NA,False,NA,50,6,0.5,NA,NA
41,male,NA,United States of America,English,15,150000,50000,True,NA,0,60,5,NA,NA
25,male,NA,India,Hindi,10,NA,NA,True,"single, never married",0,36,3,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,50,31,2.583333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,30,2.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,10000,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,600,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,12,NA,NA,False,NA,100,6,0.5,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,1000,15,1.25,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,50,6,0.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,700,6,0.5,NA,1
NA,NA,NA,NA,NA,25,NA,NA,False,NA,1000,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,48,4,NA,1
NA,NA,NA,NA,NA,35,NA,NA,False,NA,500,24,2,NA,1
NA,NA,NA,NA,NA,15,NA,NA,True,NA,500,48,4,1,NA
NA,NA,NA,NA,NA,50,NA,NA,True,NA,0,38,3.166666667,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,300,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,12000,142,11.83333333,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,NA,12,1,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,50,3,0.25,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,100,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,True,NA,0,6,0.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,5000,100,8.333333333,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,NA,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,2000,24,2,NA,1
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,60,5,NA,NA
NA,NA,NA,NA,NA,7,NA,NA,False,NA,350,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,0,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,500,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,1000,5,0.4166666667,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,72,6,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,12,NA,NA,True,NA,500,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,70,12,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,0,30,2.5,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,50,12,1,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,3000,12,1,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,100,12,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,24,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,60,NA,NA,False,NA,100,60,5,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,NA,6,0.5,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,72,6,NA,1
NA,NA,NA,NA,NA,6,NA,NA,True,NA,100,48,4,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,48,4,NA,1
NA,NA,NA,NA,NA,7,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,500,240,20,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,100,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,1000,9,0.75,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,1500,120,10,NA,1
NA,NA,NA,NA,NA,16,NA,NA,True,NA,0,65,5.416666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,72,6,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,500,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,60,48,4,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,50,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,1000,144,12,NA,1
NA,NA,NA,NA,NA,7,NA,NA,True,NA,0,16,1.333333333,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,300,12,1,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,20,3,0.25,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,True,NA,10,99,8.25,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,NA,108,9,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,400,60,5,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,500,192,16,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,16000,24,2,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,200,20,1.666666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,200,9,0.75,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,9,0.75,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,0,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,72,NA,NA,True,NA,89000,36,3,NA,NA
NA,NA,NA,NA,NA,7,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,14,NA,NA,False,NA,NA,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,25,NA,NA,True,NA,0,7,0.5833333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,6500,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,100,30,2.5,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,100,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,42,NA,NA,False,NA,100,6,0.5,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,16,1.333333333,NA,1
NA,NA,NA,NA,NA,50,NA,NA,True,NA,6000,60,5,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,NA,50,4.166666667,NA,1
NA,NA,NA,NA,NA,18,NA,NA,False,NA,200,72,6,1,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,100,12,1,NA,NA
NA,NA,NA,NA,NA,28,NA,NA,False,NA,0,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,21,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,True,NA,0,172,14.33333333,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,1000,12,1,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,45,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,20,1.666666667,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,50,12,1,NA,NA
NA,NA,NA,NA,NA,18,NA,NA,True,NA,0,60,5,NA,1
NA,NA,NA,NA,NA,12,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,59,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,8,NA,NA,False,NA,300,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,35,NA,NA,False,NA,0,40,3.333333333,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,NA,12,1,NA,NA
NA,NA,NA,NA,NA,24,NA,NA,True,NA,16000,72,6,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,300,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,250,20.83333333,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,0,18,1.5,NA,1
NA,NA,NA,NA,NA,40,NA,NA,False,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,50,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,10,12,1,NA,NA
NA,NA,NA,NA,NA,28,NA,NA,False,NA,50000,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,True,NA,0,180,15,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,0,240,20,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,29,2.416666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,18,1.5,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,5000,3,0.25,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,200,50,4.166666667,NA,1
NA,NA,NA,NA,NA,6,NA,NA,False,NA,1000,32,2.666666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,20,24,2,NA,1
NA,NA,NA,NA,NA,25,NA,NA,False,NA,100,6,0.5,NA,1
NA,NA,NA,NA,NA,6,NA,NA,False,NA,10000,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,1,NA,NA,False,NA,NA,6,0.5,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,100,20,1.666666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,150,8,0.6666666667,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,50,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,300,10,0.8333333333,NA,1
NA,NA,NA,NA,NA,9,NA,NA,True,NA,NA,24,2,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,NA,100,8.333333333,NA,NA
NA,NA,NA,NA,NA,60,NA,NA,False,NA,0,24,2,1,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,100,24,2,NA,1
NA,NA,NA,NA,NA,21,NA,NA,True,NA,500,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,500,120,10,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,400,40,3.333333333,NA,1
NA,NA,NA,NA,NA,5,NA,NA,True,NA,0,200,16.66666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,1000,36,3,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,100,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,3600,50,4.166666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,30,2.5,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,263,21.91666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,0,120,10,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,300,0,0,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,100,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,100,30,2.5,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,200,60,5,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,3000,12,1,NA,1
NA,NA,NA,NA,NA,30,NA,NA,False,NA,100,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,400,50,4.166666667,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,37,3.083333333,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,3,0.25,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,50,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,NA,120,10,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,True,NA,400,250,20.83333333,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,5000,60,5,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,6,0.5,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,55,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,100,24,2,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,26000,24,2,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,6,0.5,NA,1
NA,NA,NA,NA,NA,14,NA,NA,False,NA,0,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,36,3,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,NA,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,18,1.5,NA,NA
NA,NA,NA,NA,NA,55,NA,NA,False,NA,5000,1,0.08333333333,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,15,NA,NA,True,NA,300,36,3,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,4,NA,NA,True,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,7,NA,NA,True,NA,150,12,1,NA,1
NA,NA,NA,NA,NA,40,NA,NA,False,NA,8000,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,15,NA,NA,True,NA,0,24,2,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,100,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,75,NA,NA,True,NA,19000,12,1,NA,1
NA,NA,NA,NA,NA,12,NA,NA,False,NA,2000,20,1.666666667,NA,1
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,48,4,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,1000,6,0.5,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,11800,9,0.75,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,0,12,1,NA,1
NA,NA,NA,NA,NA,7,NA,NA,True,NA,200,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,14,1.166666667,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,200,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,16000,12,1,NA,1
NA,NA,NA,NA,NA,10,NA,NA,False,NA,50,3,0.25,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,NA,0,0,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,50,90,7.5,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,1,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,300,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,100,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,12,NA,NA,True,NA,50,16,1.333333333,NA,NA
NA,NA,NA,NA,NA,6,NA,NA,False,NA,0,20,1.666666667,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,30,12,1,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,250,5,0.4166666667,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,42,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,2000,20,1.666666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,65,NA,NA,False,NA,350,16,1.333333333,NA,1
NA,NA,NA,NA,NA,14,NA,NA,False,NA,1000,30,2.5,NA,1
NA,NA,NA,NA,NA,42,NA,NA,False,NA,0,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,60,NA,NA,False,NA,8500,8,0.6666666667,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,True,NA,0,120,10,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,100,5,0.4166666667,NA,1
NA,NA,NA,NA,NA,3,NA,NA,False,NA,2500,12,1,NA,NA
NA,NA,NA,NA,NA,35,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,True,NA,200,12,1,NA,1
NA,NA,NA,NA,NA,7,NA,NA,False,NA,200,3,0.25,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,False,NA,0,12,1,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,15,1.25,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,60,12,1,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,14,1.166666667,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,30,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,35,NA,NA,True,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,#VALUE!,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,0,4,0.3333333333,NA,1
NA,NA,NA,NA,NA,20,NA,NA,True,NA,100,36,3,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,False,NA,500,9,0.75,NA,NA
NA,NA,NA,NA,NA,40,NA,NA,True,NA,150,24,2,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,36,3,NA,1
NA,NA,NA,NA,NA,2,NA,NA,False,NA,NA,24,2,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,8,NA,NA,False,NA,0,2,0.1666666667,NA,1
NA,NA,NA,NA,NA,8,NA,NA,False,NA,400,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,False,NA,50,2,0.1666666667,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,96,8,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,120,6,0.5,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,500,12,1,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,18000,11,0.9166666667,NA,1
NA,NA,NA,NA,NA,8,NA,NA,True,NA,500,80,6.666666667,NA,1
NA,NA,NA,NA,NA,14,NA,NA,False,NA,24,36,3,NA,NA
NA,NA,NA,NA,NA,5,NA,NA,False,NA,50,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,0,0,0,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,#VALUE!,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,False,NA,200,4,0.3333333333,NA,NA
NA,NA,NA,NA,NA,20,NA,NA,True,NA,0,9,0.75,NA,NA
NA,NA,NA,NA,NA,30,NA,NA,False,NA,50,38,3.166666667,NA,NA
NA,NA,NA,NA,NA,4,NA,NA,False,NA,0,0,0,NA,1
NA,NA,NA,NA,NA,5,NA,NA,True,NA,10,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,0,6,0.5,NA,1
NA,NA,NA,NA,NA,5,NA,NA,False,NA,0,1,0.08333333333,NA,NA
NA,NA,NA,NA,NA,0,NA,NA,True,NA,0,24,2,NA,1
NA,NA,NA,NA,NA,20,NA,NA,False,NA,0,5,0.4166666667,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,NA,20,1.666666667,NA,1
NA,NA,NA,NA,NA,4,NA,NA,False,NA,120,15,1.25,NA,1
NA,NA,NA,NA,NA,15,NA,NA,False,NA,50,3,0.25,NA,NA
NA,NA,NA,NA,NA,3,NA,NA,False,NA,250,3,0.25,NA,NA
NA,NA,NA,NA,NA,10,NA,NA,True,NA,5000,240,20,NA,1
NA,NA,NA,NA,NA,30,NA,NA,True,NA,20,10,0.8333333333,NA,NA
NA,NA,NA,NA,NA,50,NA,NA,False,NA,1100,18,1.5,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,True,NA,29,24,2,NA,1
NA,NA,NA,NA,NA,8,NA,NA,False,NA,30,36,3,NA,1
